,302.731,377.721,399.478,408.01,417.309,421.181,461.345,574.63,657.065,676.601,quality_None
0,93.5858,87.5274,73.7853,76.6133,85.8319,92.8069,96.9516,99.7376,99.281,99.5799,0
1,95.4398,90.539,70.0437,72.2142,84.5548,93.2648,96.2026,101.025,100.064,100.775,1
2,96.4226,92.4291,84.4679,87.2219,92.0056,95.6824,97.9436,100.377,100.039,99.7751,1
3,92.1156,82.4101,70.0605,74.1198,83.3684,89.9949,94.67,98.827,98.3986,98.0328,1
4,97.8452,91.3251,86.5592,88.813,93.4105,96.8676,100.08,100.981,101.072,100.99,1
5,97.1142,92.9582,88.4508,89.7051,94.8159,98.1412,101.185,100.791,100.157,101.344,0
6,94.6495,91.0695,88.3914,88.6651,91.1823,92.8393,95.7166,97.9286,97.4718,97.1203,1
7,93.566,87.1281,82.2969,84.2368,88.8946,92.5411,95.6237,97.1995,96.7595,96.4634,0
8,97.3066,93.164,90.0938,91.2605,94.5967,96.5462,98.7728,100.035,100.099,100.189,1
9,90.7305,79.841,73.5757,76.2814,83.5578,88.1181,94.0962,98.6154,98.2077,98.427,1
10,92.1205,79.2112,74.0234,77.7176,84.2948,89.0854,95.7799,100.155,99.9967,100.597,1
11,97.095,97.9022,94.3988,95.7509,96.288,97.507,98.5973,98.76,98.8746,99.3631,1
12,87.6475,73.8018,69.0095,73.3394,80.7407,85.9442,92.6228,96.4721,96.26,97.2885,1
13,93.7609,89.3374,88.0117,90.2624,92.967,95.2208,96.74,97.8471,97.0795,98.5829,1
14,92.8608,80.2472,75.0533,79.42,86.9541,92.1487,98.7187,101.464,101.916,100.974,0
15,93.2256,80.4583,75.5597,80.3237,86.9731,92.2747,98.3712,102.442,102.365,102.166,1
16,95.2593,87.1148,84.1641,86.5599,91.7413,94.9641,98.4729,100.106,99.6036,99.4916,1
17,94.8688,92.5158,90.6074,90.5372,93.3873,94.508,95.2329,97.648,97.5773,97.9703,1
18,85.5762,85.9358,85.0076,85.311,86.9329,86.7945,86.2684,85.9917,85.6438,85.8756,1
19,99.6153,96.1528,96.3324,97.3214,98.7155,99.4631,101.855,101.597,101.734,101.783,1
20,98.025,89.6218,86.6904,88.781,93.2925,96.2835,100.839,101.774,102.543,101.358,1
21,93.0106,77.4692,71.5725,76.8145,85.8873,91.8369,99.3579,99.8832,101.505,99.7771,0
22,99.9976,97.4176,96.9492,97.4726,99.0915,100.043,102.122,100.542,100.951,101.914,1
23,95.7057,87.6326,86.1415,87.6443,91.7726,94.7073,99.2699,99.1536,99.1578,100.586,1
24,97.405,89.8226,86.4432,89.1514,93.1927,95.8248,99.1398,100.335,100.606,100.542,1
25,87.55,72.0124,66.7609,70.9412,79.6708,84.5922,90.7367,95.4883,97.2172,96.1903,1
26,94.3597,85.95,84.2829,87.4471,89.7368,91.8507,96.518,99.0508,98.6981,99.1521,1
27,100.704,98.7741,98.9785,100.25,99.515,99.6266,100.852,100.981,100.405,101.308,0
28,95.0097,90.3785,89.753,91.6224,93.1494,94.716,96.1352,95.9097,96.0438,96.0653,0
29,98.5338,95.9341,95.9286,97.5504,97.4061,97.7909,97.8524,98.1542,98.7544,99.4245,1
30,101.439,100.954,100.907,101.495,100.867,100.922,100.983,100.606,100.846,100.584,1
31,98.6518,88.3675,84.7263,90.0707,94.2259,95.4114,98.9689,99.8587,100.576,100.285,1
32,90.1189,77.9736,74.0257,77.4392,83.5298,87.904,93.0448,94.717,95.0543,94.7101,0
33,99.6138,93.4074,92.0764,93.2972,95.1589,96.515,98.7485,98.4494,99.0147,98.8058,1
34,98.2127,89.6721,87.6851,89.8925,93.2841,95.8564,98.9737,100.668,100.384,100.46,1
35,92.2916,74.8672,70.3824,74.2965,81.5282,86.7703,93.8136,98.9224,98.7401,98.8913,1
36,95.8744,92.6456,92.6729,92.9754,93.2759,93.6932,94.7355,96.0701,94.7864,94.7638,1
37,95.8898,86.1985,83.1336,85.9744,90.8904,94.308,99.1388,100.088,99.7199,98.8908,1
38,94.9829,88.771,86.5219,88.1548,91.5787,93.8199,96.9236,99.3576,100.516,99.2535,1
39,98.12,92.2865,92.4323,92.9984,96.0753,97.683,99.3194,101.759,100.964,101.031,0
40,94.1815,78.3913,75.3332,78.4457,85.938,90.8481,96.4995,101.003,100.589,99.8956,0
41,95.3677,84.5659,80.6191,84.4913,90.4375,94.5567,99.7824,101.591,101.498,101.388,0
42,99.0162,96.0201,94.4024,95.9857,98.411,99.937,101.77,101.909,101.665,101.9,1
43,98.5468,94.3146,93.1251,95.0009,96.6591,98.2045,100.916,100.838,101.132,101.348,1
44,96.0914,89.5505,88.3547,90.3972,92.6066,94.4324,98.63,99.7352,99.6078,99.6929,1
