,394.82,419.632,470.587,483.663,494.417,522.006,556.364,675.851,680.352,quality_Medium
1104,99.2859,101.532,102.234,102.351,102.419,102.294,102.099,102.762,102.711,0
1105,45.7857,75.953,95.3488,96.8111,98.5,98.9325,99.2705,99.8238,99.9259,0
1106,86.9859,97.0559,101.304,101.772,102.137,102.226,102.227,102.219,102.248,0
1107,89.0137,89.7833,90.2526,90.315,90.4496,91.0924,91.4433,91.7569,91.8114,0
1108,63.3884,90.2257,100.555,100.439,100.503,99.787,99.68,99.9614,99.9517,0
1109,65.3687,90.5794,99.7293,99.9608,100.219,99.8186,99.6792,99.6681,99.7171,0
1110,58.5058,83.3927,95.6992,95.6688,95.465,95.0564,95.3699,96.1671,96.1808,0
1111,88.8191,98.0495,100.199,100.253,100.206,99.8499,99.5928,99.6515,99.6677,1
1112,97.9142,99.5,100.329,100.497,100.521,100.432,100.268,100.29,100.281,0
1113,71.5585,81.0343,85.1835,85.8021,86.2403,86.6387,86.6428,86.5526,86.6153,0
1114,87.7503,93.8234,96.8702,97.1783,97.3918,97.5347,97.5112,97.8684,97.9534,0
1115,0.662294,1.10701,1.35233,1.12913,1.2137,1.60176,1.89819,2.32394,2.4377,0
1116,96.7756,97.9496,97.5717,97.6967,97.671,97.9972,98.1486,98.2685,98.2515,0
1117,84.3362,96.7416,99.3398,99.3376,99.2531,99.0879,99.0468,99.0659,99.0668,1
1118,57.2591,82.4431,95.1962,96.777,98.6296,99.5328,99.9275,100.289,100.233,0
1119,51.5704,77.1224,91.732,93.476,95.3843,96.4957,97.1429,97.8428,97.8616,1
1120,57.1304,86.5319,98.9688,99.5297,100.167,100.044,100.019,100.162,100.224,0
1121,58.1248,78.3253,89.5254,91.2192,92.8727,94.0818,94.7911,95.8343,95.7757,0
1122,59.6567,84.1331,95.8191,97.5127,99.1476,99.9696,100.4,100.905,100.835,0
1123,46.5244,76.9024,95.9672,97.399,99.1129,99.4649,99.7813,100.245,100.196,0
1124,93.1396,100.701,101.742,101.614,101.501,101.093,100.8,100.469,100.491,0
1125,70.6444,90.8996,98.1023,98.9591,99.7427,99.9276,99.9673,100.228,100.227,0
1126,79.2108,94.7339,100.349,101.069,101.806,102.025,102.005,101.966,101.986,0
1127,81.3413,92.3366,96.6715,97.0015,97.348,97.5863,97.6169,97.7327,97.7304,0
1128,81.2545,92.6739,97.0562,97.3322,97.6814,97.8974,97.9609,98.3548,98.4018,0
1129,78.7616,91.169,96.2511,96.7955,97.3535,97.7481,97.7366,98.1845,98.1649,0
1130,98.4692,100.184,100.127,99.9937,99.9395,99.7866,99.6452,99.5834,99.5982,0
1131,86.2439,95.9999,99.3663,99.6757,99.9491,99.9428,99.9079,99.7817,99.7987,0
1132,94.4834,97.0088,100.266,100.442,100.591,100.537,100.462,100.249,100.194,0
1133,71.8422,89.8562,98.3105,99.2252,100.103,100.337,100.499,99.923,99.846,0
1134,70.099,89.8769,97.6074,98.5502,99.4963,99.8938,100.102,100.329,100.298,0
1135,58.9845,89.4312,102.064,102.543,103.232,102.877,102.879,103.007,103.006,0
1136,84.2711,95.0818,99.3347,99.7517,100.127,100.392,100.367,100.689,100.652,0
1137,80.5823,92.5635,97.7763,98.4202,98.9458,99.3154,99.395,99.9034,99.8681,0
1138,56.0543,82.9697,95.6976,97.016,98.4137,99.0702,99.3717,99.8609,99.7879,1
1139,65.2001,90.6872,100.138,100.452,100.813,100.498,100.361,100.424,100.46,0
1140,67.8938,81.8331,88.1684,88.7179,89.2532,89.5745,89.6817,89.8188,89.7712,0
1141,136.007,164.211,177.984,182.201,183.231,182.152,184.405,184.28,185.197,0
1142,147.555,169.136,177.569,179.898,181.913,179.78,181.34,181.226,181.958,0
1143,66.6124,83.769,94.1162,96.2939,97.4987,96.0567,96.9058,95.9682,95.7908,0
1144,95.8794,98.1251,98.0737,99.0946,100.008,98.7135,98.9946,98.6443,98.5768,0
1145,63.3526,81.2592,92.7919,94.682,95.7458,97.2681,97.0175,97.8882,98.0695,0
1146,83.7443,94.0814,98.3958,99.0929,99.2711,99.5899,98.5403,99.8649,99.7971,0
1147,76.0789,90.1065,97.6134,97.2736,97.5741,97.6174,97.296,98.6201,98.8433,0
1148,101.439,103.21,103.002,102.067,101.593,100.813,100.443,102.286,102.595,0
1149,85.6736,95.6521,100.865,101.494,101.982,101.512,102.154,101.733,101.769,0
1150,95.4485,98.3997,100.492,100.553,100.32,99.5661,100.359,99.8771,100.107,0
1151,99.2667,100.974,101.531,102.128,101.821,102.822,101.63,101.543,101.761,0
1152,101.874,102.011,101.829,101.033,100.868,101.596,101.024,100.287,100.168,0
1153,87.8104,95.6885,98.9235,99.4035,99.2997,98.6297,98.5381,98.5469,98.4185,0
1154,76.5087,89.2455,97.2906,98.815,99.5241,100.104,99.8707,100.561,100.413,0
1155,103.551,116.148,123.611,124.417,125.201,125.975,125.728,126.812,126.824,0
1156,79.6228,102.892,117.826,119.98,122.056,124.045,124.563,126.833,126.581,0
1157,68.9368,84.6887,94.9124,96.2234,97.2773,98.4937,98.9902,99.4579,99.3908,0
1158,64.4158,85.4002,97.8611,99.0004,100.621,101.587,102.023,102.484,102.033,1
1159,71.6138,86.1184,95.0168,96.0886,97.1613,98.4593,98.2634,98.7599,99.2024,0
1160,69.6343,87.4487,95.8514,95.7754,96.2179,96.6356,96.2402,96.4651,96.7738,0
1161,89.6129,93.7525,96.0217,96.1319,96.4031,96.6383,96.6042,96.9242,96.8915,0
1162,77.7831,91.3593,97.7857,97.8268,98.2602,98.4052,98.5117,98.7122,98.6235,0
1163,88.7819,94.1321,98.8282,99.4185,99.5794,100.2,100.207,100.653,100.586,0
1164,91.1669,93.6005,95.7494,95.8128,96.0587,96.515,97.1504,99.3809,99.4125,0
1165,81.4365,92.8846,97.9398,98.598,98.9502,99.2948,99.4144,99.7989,99.7863,0
1166,68.0864,88.2932,97.756,98.7015,99.2564,100.368,100.456,101.742,101.757,0
1167,65.155,91.2159,102.361,102.289,102.142,101.545,101.255,101.45,101.448,0
1168,89.941,97.0782,99.8741,100.113,100.335,100.432,100.247,100.307,100.299,0
1169,56.5932,79.1089,92.7284,94.5678,96.0384,97.3758,97.549,98.5154,98.4832,0
1170,51.4812,74.2399,88.7812,91.0039,92.6319,94.2542,94.3394,95.293,95.1874,1
1171,79.992,93.5762,99.2711,100.001,100.555,101.031,100.942,101.474,101.536,0
1172,71.6593,90.2475,97.8943,98.7016,99.2929,99.6988,99.4216,100.157,100.22,0
1173,79.8739,98.3882,103.987,103.817,103.699,103.23,103.105,102.805,102.809,0
1174,54.7704,83.3902,97.7555,98.1601,98.8667,98.4857,98.3401,98.7051,98.7542,0
1175,69.3208,91.3373,99.2566,99.5969,99.8144,99.7776,99.756,100.179,100.211,0
1176,58.7731,84.7511,96.7587,98.6168,100.258,101.606,101.76,102.527,102.535,0
1177,77.8643,106.794,117.449,117.963,118.199,118.293,118.253,119.426,119.569,0
1178,83.2298,106.727,114.363,115.546,116.107,117.101,117.011,117.934,117.993,0
1179,84.5729,98.0904,100.943,101.236,101.232,101.461,101.191,101.285,101.31,0
1180,67.4897,90.3512,96.9024,97.945,98.6244,99.7386,99.6823,100.349,100.212,0
1181,58.2368,85.6818,98.2384,98.0792,99.3804,99.0969,98.8092,99.1363,99.1343,0
1182,96.583,97.5627,101.444,99.9922,101.683,101.497,100.761,100.655,100.562,0
1183,84.64,94.8602,99.9336,100.331,99.7998,100.305,100.401,100.237,100.421,0
1184,86.9648,98.8233,103.887,104.762,102.98,102.943,103.393,102.71,103.294,0
1185,80.4197,93.9266,97.6148,100.244,99.438,99.6436,99.7803,100.1,100.162,0
1186,100.384,101.255,99.8694,100.887,100.776,102.264,100.911,101.482,101.577,0
1187,92.6546,98.5253,100.765,100.901,100.61,100.051,101.81,101.564,101.36,0
1188,101.726,102.857,102.35,102.181,101.742,100.866,102.714,102.18,101.945,0
1189,69.9365,93.1885,100.667,101.677,102.518,102.762,102.798,103.23,103.182,0
1190,77.9935,97.0129,103.166,103.815,104.442,104.545,104.696,104.921,104.863,0
1191,86.7023,95.6229,99.117,99.539,99.9118,100.091,100.127,100.345,100.384,0
1192,87.3923,94.0977,97.1871,97.7135,98.1856,98.4646,98.5537,98.6947,98.7115,0
1193,90.0928,99.1936,101.658,101.926,101.969,101.913,101.749,101.496,101.492,0
1194,66.5107,89.8745,97.5822,98.8843,99.9171,100.515,100.635,100.815,100.776,0
1195,93.4871,98.7735,99.9218,100.013,100.065,99.9858,99.784,99.7043,99.817,0
1196,94.5139,102.464,103.78,103.754,103.598,103.361,103.177,103.013,103.056,0
1197,101.415,103.008,102.647,102.553,102.488,102.114,101.948,101.713,101.731,0
1198,100.941,102.078,101.283,101.197,101.141,100.841,100.631,100.456,100.489,0
1199,87.9937,103.798,108.416,109.006,109.481,109.39,109.54,109.834,109.836,0
1200,82.2159,101.372,107.44,108.333,108.969,109.05,109.164,109.548,109.541,0
1201,100.358,100.023,100.014,100.042,100.035,100.025,100.041,100.093,100.018,0
1202,98.6282,102.158,102.152,102.064,101.904,101.654,101.326,101.055,101.109,0
1203,94.7197,97.642,98.9433,99.0866,99.1785,99.2934,99.3047,99.1666,99.1944,0
1204,97.33,100.671,101.188,101.133,101.149,101.044,100.878,100.738,100.749,0
1205,72.492,90.0723,96.5785,97.6309,98.4977,99.0143,99.1435,99.4046,99.5322,0
1206,78.1825,94.1096,98.928,99.3305,99.7178,99.7681,99.7605,99.7885,99.934,0
1207,73.469,89.5836,95.4826,95.9171,96.2136,96.2767,96.4566,96.9899,97.0289,1
1208,65.2026,86.1232,94.9232,96.5649,98.0544,98.8803,99.3047,99.8569,99.8676,0
1209,68.9844,88.8821,96.5067,97.6581,98.6872,99.2287,99.4741,99.8823,99.785,0
1210,71.6679,89.5751,96.6337,97.7003,98.7254,99.2125,99.4102,99.7387,99.7344,0
1211,85.335,96.6339,99.946,100.453,100.712,100.827,100.79,101.052,101.097,0
1212,75.4526,90.4702,96.5171,97.4631,98.1095,98.6335,98.8241,99.2411,99.2471,0
1213,74.9694,94.2174,100.124,100.357,100.563,100.447,100.314,100.502,100.55,1
1214,67.4734,86.018,93.903,95.3091,96.6243,97.4835,97.8326,98.501,98.4908,0
1215,87.2667,100.204,104.741,105.492,106.045,106.268,106.406,106.779,106.844,0
1216,83.2847,97.4103,102.099,102.52,102.816,103.093,103.358,104.886,104.991,0
1217,66.5887,87.358,95.8298,97.1228,98.2795,98.8977,99.1334,99.3319,99.5066,0
1218,53.6305,80.8227,93.7341,96.0202,98.2669,99.4839,100.007,100.615,100.759,0
1219,70.7902,89.6917,97.0688,98.2577,99.1533,99.6419,99.8928,100.203,100.153,0
1220,97.4888,98.3205,98.4795,98.5104,98.4901,98.4624,98.464,98.5126,98.568,0
1221,85.0942,95.7262,98.5677,98.6687,98.9029,98.9294,98.8777,98.9001,98.968,0
1222,84.0118,94.9228,98.1319,98.4292,98.5693,98.704,98.668,98.8107,98.8853,0
1223,61.913,86.2612,96.3974,97.6882,98.7946,99.2581,99.4012,99.3698,99.3092,0
1224,101.754,153.692,179.28,181.974,183.867,184.922,185.715,187.622,187.408,1
1225,134.856,171.249,183.225,184.337,185.348,186.335,187.166,186.64,186.867,0
1226,87.6831,96.7917,99.9581,100.371,100.734,100.866,100.975,101.255,101.244,0
1227,65.2225,87.3625,97.3093,98.8799,100.32,101.213,101.549,101.734,101.792,0
1228,59.4146,84.6252,96.8869,98.6854,100.501,101.494,101.973,102.491,102.464,0
1229,59.1235,82.0471,93.3535,95.4397,97.4879,98.6469,99.0826,99.3841,99.3663,0
1230,75.7435,93.6268,99.1259,99.5004,99.7972,99.6866,99.6103,99.6932,99.7292,1
1231,76.8484,92.44,98.6034,99.4946,100.26,100.587,100.749,100.758,100.789,0
1232,97.1599,98.0655,97.7378,97.839,97.8383,98.2889,98.2838,98.4186,98.4397,0
1233,87.6662,99.0128,102.405,102.917,103.148,103.17,103.051,103.146,103.1,0
1234,70.0695,89.0174,96.8098,98.019,98.981,99.5636,99.7653,100.418,100.378,0
1235,85.7605,93.3058,97.9095,98.613,98.9539,99.4568,99.5482,100.172,100.093,0
1236,79.0484,93.9037,99.6298,100.12,100.479,100.467,100.453,100.034,99.9997,0
1237,64.9175,74.1148,77.7639,78.0094,78.3357,78.9888,79.2373,80.2189,80.1559,1
1238,69.5567,84.8541,90.1169,90.762,91.3397,91.594,91.6397,91.6173,91.6628,0
1239,70.8755,93.2713,101.491,102.142,102.856,102.907,102.985,103.308,103.357,1
1240,94.4789,96.3238,97.7127,97.9145,98.0716,98.4425,98.4806,99.4527,99.5292,0
1241,78.0733,94.1397,99.3137,99.861,100.42,100.644,100.665,100.845,100.899,0
1242,54.1458,79.4249,96.7265,98.3326,99.99,100.57,100.826,101.32,101.263,0
1243,87.2004,97.5577,100.154,100.226,100.158,99.8937,99.5932,100.273,100.274,0
1244,92.9761,96.9267,97.9226,97.9663,98.1047,97.9476,97.76,97.4267,97.4773,0
1245,96.1772,99.1379,100.036,100.161,100.282,100.223,100.167,100.274,100.252,0
1246,51.2827,77.2497,93.8998,95.173,96.5446,97.0038,97.198,97.7475,97.6583,0
1247,102.199,102.98,102.796,102.741,102.627,102.546,102.314,102.336,102.33,0
1248,75.461,92.6085,99.0769,99.4328,99.4712,99.1265,99.1018,98.8394,98.8173,0
1249,58.9379,83.4911,95.2313,96.9877,98.6462,99.5787,99.9775,100.476,100.489,0
1250,58.5841,86.9251,99.6713,100.781,101.793,102.001,102.12,102.186,102.266,1
1251,96.2169,99.78,100.007,100.049,100.102,100.077,99.9447,99.8947,99.8695,0
1252,98.5889,99.6592,99.1009,99.1607,99.1712,99.1572,99.2187,99.2864,99.3331,0
1253,86.0011,95.7488,99.8472,100.377,100.896,101.215,101.281,101.619,101.586,0
1254,87.7674,94.667,97.9197,98.1793,98.3257,98.5109,98.4806,98.4472,98.4462,0
1255,94.7771,100.543,102.008,102.119,102.179,102.192,102.137,102.281,102.352,0
1256,96.8015,100.391,100.87,100.897,100.849,100.771,100.737,100.629,100.732,0
1257,98.4012,102.784,103.43,103.522,103.494,103.349,103.254,103.313,103.261,0
1258,80.4196,95.1455,99.5974,100.012,100.267,100.301,100.438,100.957,100.892,0
1259,89.0235,96.6857,99.1858,99.4403,99.5658,99.5349,99.4911,99.2374,99.2935,0
1260,86.1261,96.4962,99.7484,100.264,100.602,100.638,100.453,101.252,101.337,0
1261,81.5725,95.0582,99.7445,100.335,100.872,101.099,101.21,101.342,101.381,0
1262,71.2042,90.9617,98.5383,99.6813,100.828,101.343,101.633,101.922,101.934,0
1263,86.286,95.1897,98.684,99.2014,99.6333,99.8034,99.9412,100.253,100.243,0
1264,89.9326,97.0956,99.1473,99.4221,99.5969,99.5821,99.6257,99.7077,99.6903,0
1265,73.0081,90.2042,96.7653,97.5422,98.1315,98.4405,98.5949,98.9181,98.9026,0
1266,81.6269,92.4962,96.5441,97.0744,97.5533,97.9271,98.1038,98.8494,98.8563,0
1267,97.5076,101.487,102.918,102.92,103.045,103.013,102.897,102.887,102.967,0
1268,85.468,96.0821,99.9808,100.313,100.735,100.894,100.939,100.987,100.981,0
1269,73.9375,91.4717,98.3878,99.3205,100.008,100.449,100.579,100.992,101.05,0
1270,86.2884,97.25,101.117,101.552,101.896,102.031,102.04,102.068,102.085,0
1271,72.6421,89.0068,94.7836,95.4565,96.0595,96.3461,96.4116,96.9225,96.9861,0
1272,86.6426,96.0041,99.475,99.9369,100.355,100.517,100.511,100.852,100.975,0
1273,81.9354,94.2656,98.4728,99.1427,99.7407,99.9967,99.9943,100.318,100.249,0
1274,77.3951,93.61,99.7189,100.49,101.159,101.484,101.6,101.82,101.786,0
1275,89.907,96.964,99.5175,99.6706,99.8666,100.13,100.182,101.182,101.107,0
1276,86.1202,97.1136,100.318,100.562,100.768,100.848,100.838,101.255,101.216,0
1277,86.597,94.0859,97.7398,98.1469,98.368,98.533,98.7294,98.9275,98.925,0
1278,100.988,102.319,102.064,102.122,102.134,101.978,101.86,101.955,101.931,0
1279,87.7126,98.1132,105.446,106.347,107.127,107.597,107.842,108.112,108.132,0
1280,98.1657,104.447,107.346,107.675,107.979,108.032,108.131,108.274,108.287,0
1281,85.0438,101.003,106.33,107.098,107.734,107.958,108.175,108.62,108.668,0
1282,91.0318,104.136,108.886,109.48,110.018,110.029,110.068,110.207,110.255,0
1283,90.6615,98.5841,101.779,102.187,102.402,102.43,102.455,102.595,102.543,0
1284,89.0365,95.9005,98.2656,98.4999,98.67,98.7369,98.6629,98.8197,98.8351,0
1285,114.414,119.19,120.126,120.477,120.548,120.64,120.673,121.58,121.572,0
1286,121.144,122.609,122.38,122.488,122.336,121.733,121.536,121.743,121.758,0
1287,119.914,120.219,119.539,119.737,119.604,119.237,119.128,119.423,119.488,0
1288,78.0963,93.1697,98.0703,98.8498,99.3428,99.5272,99.6276,99.7418,99.9204,0
1289,78.3132,92.133,97.7593,98.8017,99.3575,99.9274,100.292,100.945,101.135,0
1290,78.0557,91.7612,97.1773,98.159,98.8378,99.321,99.683,100.567,100.744,0
1291,59.6962,86.1977,96.8458,98.2703,99.7274,100.321,100.539,101.18,101.044,0
1292,87.4565,97.3048,100.638,101.158,101.497,101.779,101.858,102.169,102.092,0
1293,86.1107,95.3258,98.6429,99.11,99.2311,99.3278,99.5935,99.423,99.5527,0
1294,78.3981,93.9546,98.6105,99.5283,99.9719,100.088,100.47,100.384,100.57,0
1295,48.8829,81.6706,96.4175,97.3359,98.3319,98.4354,98.3837,98.6475,98.6252,0
1296,48.6218,77.1959,92.1516,94.1281,96.1533,97.2602,97.6826,98.7116,98.6826,1
1297,77.2337,91.8217,97.2996,97.9674,98.8684,99.3553,99.3262,100.061,99.9288,0
1298,59.6736,86.2394,96.9594,98.1764,99.7228,100.393,100.263,100.791,100.606,0
1299,87.0098,94.3558,98.1041,98.7448,98.8477,98.9582,99.1813,98.9664,99.0692,0
1300,65.8861,87.4375,94.9301,96.1606,97.0292,97.2775,97.7534,97.578,97.8187,0
1301,66.0731,84.5599,94.2494,95.8997,97.2658,98.2908,98.8477,99.4221,99.6047,0
1302,60.8902,85.8703,96.1677,97.6974,99.1245,99.7083,100.089,100.238,100.485,0
1303,82.2666,94.7808,96.8095,96.5861,96.7778,96.5911,96.0696,95.9341,95.6576,1
1304,65.4642,85.6975,94.1404,95.0923,96.6793,97.4844,97.1944,98.0388,97.6178,0
1305,64.1673,88.0863,97.3137,98.687,100.075,100.705,100.681,100.897,100.797,0
1306,78.4852,96.9424,101.824,101.923,102.407,102.496,101.894,101.908,101.828,1
1307,80.1077,92.5027,95.7937,96.0174,96.458,96.5752,96.3336,96.268,96.2251,0
1308,56.3144,88.866,102.21,101.387,101.385,100.172,99.63,99.8869,99.7319,0
1309,65.2525,89.9244,98.8272,99.6718,100.748,101.07,101.079,101.261,101.163,0
1310,84.1301,94.6271,98.4331,98.5725,99.0913,99.1521,98.944,99.324,99.2687,0
1311,85.851,96.5676,97.9431,97.7427,97.784,97.5415,97.1408,97.3053,97.2734,1
1312,93.0869,98.3954,99.5348,99.7507,99.9149,100.17,99.7222,100.257,100.338,0
1313,68.5754,90.5741,98.2444,99.1012,99.9292,100.202,100.268,100.766,100.822,0
1314,72.673,96.1732,102.037,102.178,102.513,101.938,101.595,101.7,101.751,0
1315,95.6651,100.148,101.435,101.677,101.842,101.596,101.476,101.788,101.759,0
1316,71.6601,93.5134,99.7911,100.076,100.532,99.9343,100.163,100.672,100.697,0
1317,98.6315,100.735,101.183,101.222,101.17,101.029,100.873,100.936,100.944,0
1318,79.1102,95.2091,99.5611,99.9801,100.693,100.645,100.492,101.012,101.035,0
1319,78.348,93.8135,98.7562,100.48,100.497,100.882,100.911,101.033,101.071,0
1320,98.9682,98.4306,97.1977,98.0632,97.6871,97.9025,97.712,97.777,97.8361,0
1321,70.2392,90.1384,97.4098,97.9206,98.5982,99.2555,99.2428,99.3756,99.3837,0
1322,84.0192,92.0009,94.2749,94.276,94.542,94.8687,94.7,94.6932,94.6179,0
1323,69.3289,87.5965,95.5581,96.3079,97.0449,97.5214,98.3847,98.8703,98.8142,0
1324,92.6272,98.2111,99.0236,98.9044,99.5607,99.1334,99.7298,99.0631,99.2114,0
1325,67.1928,83.9695,91.7688,92.8212,93.8486,94.8774,94.8667,95.1748,95.3252,0
1326,101.203,101.45,100.645,100.368,100.246,100.409,99.7528,99.8424,99.8922,0
1327,77.0757,90.852,96.4774,97.6507,98.0371,98.3741,98.305,98.69,98.7565,0
1328,89.8297,97.5442,101.212,102.501,102.449,102.231,102.33,103.366,103.096,0
1329,77.1008,91.631,98.7744,99.6392,100.577,101.405,101.45,101.554,101.645,0
1330,75.488,91.5064,99.0742,100.226,100.991,101.615,101.668,101.249,101.385,0
1331,90.0861,98.8832,101.527,101.894,102.076,101.889,102.146,101.715,101.739,0
1332,86.1585,95.4564,99.0541,100.031,100.656,100.566,100.852,100.763,100.677,0
1333,64.5681,86.3601,96.7027,98.4855,100.11,101.408,101.476,102.094,102.09,0
1334,64.0726,82.2059,90.6663,92.1778,93.4062,94.5004,94.8977,94.8247,94.8164,0
1335,69.9054,86.256,95.8894,97.0443,97.8993,98.9629,99.425,100.208,100.202,0
1336,84.9051,95.2052,99.539,100.329,100.195,100.808,100.872,100.954,100.98,0
1337,73.7819,89.3616,96.798,97.7602,99.0549,99.5397,99.3711,100.213,100.315,0
1338,91.9016,97.6205,100.665,100.548,100.6,100.972,100.552,101.153,101.634,0
1339,74.7421,90.2237,97.4816,99.0033,100.289,100.177,100.46,100.85,101.035,0
1340,70.6234,88.9896,98.1109,99.99,101.185,101.68,101.879,102.324,102.542,0
1341,83.9334,95.206,101.123,101.561,101.847,102.155,102.374,102.282,102.485,0
1342,100.511,100.794,101.259,101.194,101.07,101.226,101.614,101.526,101.778,0
1343,55.6507,78.4607,94.4782,94.4736,96.1454,96.3538,97.0575,97.4166,97.4117,0
1344,84.6966,91.8646,95.3433,96.2121,96.3522,97.0549,96.6506,97.8632,96.9675,0
1345,87.268,94.8123,99.0837,100.387,100.221,100.79,100.511,101.387,100.435,0
1346,58.7505,78.0137,91.5628,94.3736,95.5337,97.0313,97.9185,98.3384,98.2566,0
1347,84.1597,90.7776,94.8206,96.0373,96.0061,95.9405,96.6047,96.4737,96.4113,0
1348,69.9115,81.3311,87.5285,88.2988,88.9262,89.5962,89.5378,89.6552,89.6295,0
1349,92.0453,98.052,99.42,98.4818,98.3124,98.4729,100.612,98.2651,98.1522,0
1350,89.7186,95.4562,98.4708,98.7155,99.1215,99.2661,99.2208,99.7931,99.882,0
1351,83.5051,91.6929,96.7115,96.6121,96.9771,96.9545,97.1392,98.2763,98.3692,0
1352,86.7045,95.8521,100.005,98.4059,98.5789,98.6921,98.4444,98.6238,98.6579,1
1353,55.7345,79.1585,95.685,95.4313,96.8225,97.6586,97.6937,99.2873,99.395,0
1354,71.0072,86.0677,94.7273,95.9895,97.0621,98.073,98.2093,98.6484,98.6939,0
1355,94.4918,97.1182,98.2079,98.4258,98.3469,98.5131,98.4632,98.5926,97.9733,0
1356,80.8996,91.1931,95.8433,97.2816,96.8684,97.4977,97.3574,97.2482,97.3434,0
1357,90.7657,95.0593,97.9674,99.3748,98.7881,99.6258,99.3819,99.4292,99.5646,0
1358,72.5016,87.7063,94.2934,95.0475,95.9431,96.0443,96.5883,95.9519,95.9752,0
1359,58.5707,78.9054,92.6984,95.3709,97.8174,99.1059,100.758,100.609,100.838,0
1360,94.0869,96.8373,99.5244,99.687,99.8739,100.118,100.348,99.6864,99.7381,0
1361,78.1097,90.6054,97.4088,98.4336,99.3421,100.886,100.608,100.893,100.998,0
1362,99.2336,100.209,100.098,99.9275,99.8508,99.7019,99.5354,99.0245,99.0537,0
1363,65.9201,82.3596,92.6812,95.1269,96.4605,96.8708,97.3071,97.4437,97.4281,0
1364,80.983,92.285,98.283,99.0201,99.8375,100.445,100.281,100.738,101.081,0
1365,63.5653,82.3335,94.4708,96.1335,98.0251,99.6234,99.2863,99.7623,100.17,0
1366,87.4424,91.1441,90.0577,90.0532,90.259,90.39,90.5693,90.9226,90.9926,0
1367,92.2483,96.5389,96.288,96.5512,96.7797,96.8042,96.7888,97.4012,97.6596,0
1368,74.2251,89.8572,98.088,99.1604,100.111,100.639,101.052,101.029,101.016,0
1369,70.1245,87.1563,97.688,97.0197,97.3025,97.6366,98.2354,98.3273,98.2736,1
1370,126.348,181.028,190.092,191.354,192.339,191.252,190.686,190.035,190.491,0
1371,124.519,178.852,189.181,190.799,191.63,190.501,190.143,189.771,190.317,0
1372,176.059,193.121,196.418,196.376,195.546,194.106,192.754,191.537,192.094,0
1373,61.2882,83.9792,94.3162,97.0723,97.4531,97.4255,97.6368,98.3042,98.3293,0
1374,83.6305,95.9112,99.0282,101.353,102.577,100.602,100.156,100.217,100.013,0
1375,52.6972,82.4508,95.2585,96.8314,97.9577,100.589,100.334,101.508,101.46,0
1376,69.1223,89.0082,96.3434,96.7043,96.6441,99.1283,98.6195,98.6442,98.4533,0
1377,80.9117,95.3133,99.2465,99.7881,100.076,99.8113,100.516,100.365,100.35,0
1378,96.4018,102.094,102.187,102.073,101.916,100.64,103.307,101.785,101.665,0
1379,83.4171,95.4227,98.8683,99.4183,99.6794,99.8432,99.447,100.175,100.032,0
1380,54.8946,82.4913,93.4513,95.7511,97.723,98.781,98.8627,100.521,100.654,0
1381,98.9141,101.128,101.442,101.471,101.43,101.206,100.986,100.845,100.902,0
1382,92.5861,98.5144,100.353,100.576,100.576,100.453,100.318,100.065,100.15,0
1383,85.3535,96.8326,100.441,100.844,101.247,101.336,101.175,101.252,101.164,0
1384,66.5606,91.119,98.7597,100.086,101.196,101.7,101.397,101.933,101.577,0
1385,75.3084,91.8595,97.1489,97.5746,98.3116,99.0459,98.819,99.1003,99.2862,0
1386,77.4063,93.6001,96.4279,96.3005,97.6392,98.0236,98.0027,97.8981,98.2652,0
1387,84.2006,97.2227,100.174,100.64,101.001,100.68,100.563,100.368,100.386,0
1388,64.4682,86.1498,93.9463,95.3193,97.1887,96.7824,97.3165,98.0844,98.1317,1
1389,79.9657,93.2886,96.2617,96.1606,96.3386,95.857,96.0982,96.2258,96.1784,1
1390,102.31,101.36,99.2516,99.4368,99.798,98.8264,98.8983,98.9617,98.8287,0
1391,79.2784,93.7265,99.1043,100.391,101.505,100.933,101.01,101.379,101.4,0
1392,61.6863,84.5045,95.7741,97.2092,98.6597,98.529,99.0499,100.054,99.954,1
1393,93.7674,96.7343,99.5527,100.168,100.151,100.578,100.167,100.195,100.399,0
1394,63.5312,83.8779,93.0778,95.8665,96.8237,98.0412,98.0332,98.8399,99.5871,0
1395,93.1862,97.747,98.9525,99.3107,99.5626,98.9736,98.9416,99.1561,99.0948,0
1396,79.5581,93.3712,98.6982,99.1673,99.6779,99.8186,99.8219,99.8699,99.8339,0
1397,98.8505,100.517,100.955,100.959,100.923,100.803,100.75,100.731,100.735,0
1398,82.5618,87.0013,93.0012,94.0073,94.591,95.5338,96.2518,96.5592,96.4847,0
1399,87.8771,96.4249,99.3721,99.7469,100.045,100.042,100.036,99.9379,99.9293,0
1400,98.8801,100.002,100.209,100.223,100.214,100.062,99.9059,99.6944,99.6936,0
1401,78.6523,91.8593,98.6622,99.2864,99.8274,100.309,100.42,100.823,100.885,0
1402,101.715,102.079,101.451,101.361,101.337,101.067,100.896,100.586,100.596,0
1403,74.5135,87.8425,94.8338,96.0154,97.1215,97.7874,97.9725,98.3166,98.3373,0
1404,100.588,102.854,103.038,103.104,103.13,102.87,102.697,102.51,102.56,0
1405,78.1451,102.467,112.12,112.6,113.197,113.045,113.243,113.818,113.913,1
1406,65.3388,97.9573,114.462,114.651,114.715,113.673,113.419,113.465,113.463,0
